ID,name,full_name,club,age,league,height_cm,weight_kg,nationality,eur_value,eur_wage,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,weak_foot,work_rate_att,work_rate_def,preferred_foot
188955,G. Bou,Gustavo Bou,Club Tijuana,27,Mexican Liga MX,177,75,Argentina,14500000,34000,79,80,76,78,69,78,30,73,1,4,Medium,Low,Right
188524,V. Babacan,Volkan Babacan,İstanbul Başakşehir FK,28,Turkish Süper Lig,192,86,Turkey,10000000,28000,79,80,80,77,68,80,56,81,2,2,Medium,Medium,Right
188428,S. Doumbia,Seydou Doumbia,Sporting CP,29,Portuguese Primeira Liga,179,71,Ivory Coast,12500000,26000,79,79,91,77,67,77,39,73,3,4,Medium,Low,Right
187457,C. Noboa,Christian Noboa,Zenit St. Petersburg,32,Russian Premier League,183,75,Ecuador,9500000,74000,79,79,73,71,78,77,75,76,2,3,High,High,Right
187347,I. Smolnikov,Igor Smolnikov,Zenit St. Petersburg,28,Russian Premier League,178,70,Russia,10000000,71000,79,79,87,61,74,73,75,75,2,3,High,Medium,Right
187324,Maurício,Maurício Santos Nascimento,Lazio,28,Italian Serie A,185,82,Brazil,10000000,57000,79,79,69,47,54,54,79,79,2,3,Medium,Medium,Right
186307,M. Fabián,Marco Fabián,Eintracht Frankfurt,27,German Bundesliga,168,65,Mexico,13000000,38000,79,79,72,78,77,82,36,68,2,4,High,Medium,Right
186148,R. Zieler,Ron-Robert Zieler,VfB Stuttgart,28,German Bundesliga,188,83,Germany,10000000,27000,79,80,74,80,70,81,48,77,2,2,Medium,Medium,Right
186132,D. Drinkwater,Danny Drinkwater,Chelsea,27,English Premier League,177,70,England,14000000,125000,79,80,68,67,76,77,74,77,2,4,Medium,Medium,Right
185103,A. Kolarov,Aleksandar Kolarov,Roma,31,Italian Serie A,187,83,Serbia,8000000,68000,79,79,66,69,78,75,79,78,2,3,High,Medium,Left
184949,Mariano,Mariano Ferreira Filho,Galatasaray SK,31,Turkish Süper Lig,177,69,Brazil,8000000,65000,79,79,82,64,75,75,73,75,1,3,Medium,Medium,Right
184881,S. Feghouli,Sofiane Feghouli,Galatasaray SK,27,Turkish Süper Lig,177,75,Algeria,13000000,77000,79,79,86,71,72,83,32,61,2,3,High,Medium,Right
184477,K. Papadopoulos,Kyriakos Papadopoulos,Hamburger SV,25,German Bundesliga,185,87,Greece,13500000,40000,79,82,62,42,49,48,78,83,2,3,Low,High,Right
184069,S. Wagner,Sandro Wagner,TSG 1899 Hoffenheim,29,German Bundesliga,194,92,Germany,12500000,52000,79,79,60,80,50,66,30,83,2,4,Medium,Medium,Right
183899,P. Piatti,Pablo Piatti,RCD Espanyol,28,Spanish Primera División,163,63,Argentina,12500000,39000,79,79,85,71,76,81,42,56,2,2,High,Medium,Left
183893,C. Yacob,Claudio Yacob,West Bromwich Albion,29,English Premier League,181,73,Argentina,10000000,78000,79,79,43,59,66,69,78,75,2,3,Medium,High,Right
183855,A. Ogbonna,Angelo Ogbonna,West Ham United,29,English Premier League,191,86,Italy,10000000,105000,79,79,70,40,58,60,81,76,2,3,High,Medium,Left
183666,Roberto,Roberto Jiménez Gago,Málaga CF,31,Spanish Primera División,192,93,Spain,7500000,28000,79,79,80,72,76,82,47,78,2,2,Medium,Medium,Right
183108,N. Amrabat,Nordin Amrabat,CD Leganés,30,Spanish Primera División,181,84,Morocco,12000000,69000,79,79,81,75,76,82,57,72,2,2,High,Medium,Right
181402,W. Vainqueur,William Vainqueur,Antalyaspor,28,Turkish Süper Lig,179,73,France,10000000,25000,79,79,70,57,69,72,75,82,2,3,Medium,Medium,Right
180334,Marcelo,Marcelo Antônio Guedes Filho,Olympique Lyonnais,30,French Ligue 1,191,85,Brazil,9500000,68000,79,79,66,48,57,61,79,82,2,2,Medium,Medium,Right
178424,Antunes,Vitorino Pacheco Antunes,Getafe CF,30,Spanish Primera División,175,69,Portugal,9000000,29000,79,79,80,69,74,75,76,74,2,3,High,Medium,Left
177723,Fabricio,Fabricio Agosto Ramírez,Beşiktaş JK,29,Turkish Süper Lig,185,67,Spain,10000000,48000,79,80,78,80,79,79,61,77,1,3,Medium,Medium,Right
177578,S. Prödl,Sebastian Prödl,Watford,30,English Premier League,196,97,Austria,9500000,63000,79,79,37,36,50,40,80,81,2,2,Medium,Medium,Right
177519,S. Tasci,Serdar Tasci,Spartak Moscow,30,Russian Premier League,186,81,Germany,9500000,67000,79,79,66,41,64,66,79,69,2,4,Medium,Medium,Right
177159,F. Johnson,Fabian Johnson,Borussia Mönchengladbach,29,German Bundesliga,183,74,United States,12500000,48000,79,79,87,67,76,78,70,70,2,4,Medium,Medium,Right
176993,Bojan,Bojan Krkić Pérez,Deportivo Alavés,26,Spanish Primera División,170,65,Spain,15000000,82000,79,80,76,72,76,78,25,47,2,4,High,Low,Right
176944,M. Fellaini,Marouane Fellaini,Manchester United,29,English Premier League,194,85,Belgium,12000000,140000,79,79,52,72,70,73,76,89,3,3,Medium,Medium,Right
176731,P. Wernbloom,Pontus Wernbloom,CSKA Moscow,31,Russian Premier League,187,85,Sweden,8500000,52000,79,79,56,67,67,67,80,85,2,2,Medium,High,Right
176571,A. Ayew,André Ayew,West Ham United,27,English Premier League,176,72,Ghana,13000000,110000,79,79,75,74,75,79,56,77,3,3,Medium,Medium,Left
176550,D. Ospina,David Ospina,Arsenal,28,English Premier League,183,80,Colombia,9000000,91000,79,79,83,71,78,84,34,77,2,3,Medium,Medium,Right
176285,W. Reid,Winston Reid,West Ham United,28,English Premier League,190,87,New Zealand,11500000,105000,79,80,69,52,49,50,80,81,2,3,Medium,High,Right
176266,Lucas Leiva,Lucas Pezzini Leiva,Lazio,30,Italian Serie A,179,78,Brazil,9500000,54000,79,79,45,39,69,71,78,74,3,3,Medium,High,Right
173474,Z. Junuzović,Zlatko Junuzović,SV Werder Bremen,29,German Bundesliga,172,69,Austria,12000000,40000,79,79,78,74,80,81,67,74,2,4,High,High,Right
173306,C. Ansaldi,Cristian Ansaldi,Torino,30,Italian Serie A,181,76,Argentina,9000000,68000,79,79,80,59,75,79,76,76,2,5,High,Medium,Left
172962,V. Moses,Victor Moses,Chelsea,26,English Premier League,177,79,Nigeria,12500000,115000,79,81,83,71,72,82,70,74,2,4,Medium,Medium,Right
172316,Coke,Jorge Andújar Moreno,FC Schalke 04,30,German Bundesliga,177,74,Spain,9000000,44000,79,79,75,63,70,74,79,73,2,4,High,Medium,Right
172290,D. Zurutuza,David Zurutuza,Real Sociedad,30,Spanish Primera División,186,79,France,11500000,37000,79,79,68,72,76,78,71,72,1,5,Medium,Medium,Right
172114,D. Valeri,Diego Valeri,Portland Timbers,31,USA Major League Soccer,178,75,Argentina,11000000,13000,79,79,62,81,79,77,36,65,2,3,High,Medium,Right
171791,José Fonte,José Miguel da Rocha Fonte,West Ham United,33,English Premier League,187,81,Portugal,5000000,99000,79,79,43,35,52,60,79,77,3,3,Medium,High,Right
170797,N. Şahin,Nuri Şahin,Borussia Dortmund,28,German Bundesliga,180,73,Turkey,10000000,63000,79,79,54,67,83,80,72,68,3,3,Medium,Medium,Left
170733,Gervinho,Gervais Yao Kouassi,,30,,179,66,Ivory Coast,0,0,79,79,92,69,70,81,28,63,3,3,High,Medium,Right
169596,R. Shawcross,Ryan Shawcross,Stoke City,29,English Premier League,191,76,England,10000000,78000,79,79,49,44,52,50,80,84,2,3,Medium,High,Right
169588,J. Evans,Jonny Evans,West Bromwich Albion,29,English Premier League,188,77,Northern Ireland,10000000,78000,79,79,65,32,59,52,80,74,2,4,Medium,Medium,Right
168435,S. Sirigu,Salvatore Sirigu,Torino,30,Italian Serie A,192,80,Italy,8000000,41000,79,79,79,76,73,80,51,77,3,2,Medium,Medium,Right
168320,A. Gyan,Asamoah Gyan,Kayserispor,31,Turkish Süper Lig,180,77,Ghana,11500000,24000,79,79,77,78,70,75,31,74,3,3,High,Low,Right
167943,Y. Cabaye,Yohan Cabaye,Crystal Palace,31,English Premier League,174,70,France,11000000,69000,79,79,63,73,78,75,73,71,2,4,Medium,Medium,Right
166072,Danilo,Danilo Larangeira,Udinese,33,Italian Serie A,184,76,Brazil,5000000,34000,79,79,51,39,49,52,84,69,2,3,Medium,High,Right
165501,N. Pareja,Nicolás Pareja,Sevilla FC,33,Spanish Primera División,181,74,Argentina,5000000,22000,79,79,38,60,70,65,79,69,2,3,Medium,Medium,Right
165109,S. Radu,Ştefan Radu,Lazio,30,Italian Serie A,183,79,Romania,9000000,54000,79,79,72,64,65,68,84,74,2,3,Medium,High,Left
160741,D. Abraham,David Abraham,Eintracht Frankfurt,30,German Bundesliga,188,83,Argentina,9500000,35000,79,79,80,56,61,52,79,77,2,2,Medium,Medium,Right
159240,M. Krohn-Dehli,Michael Krohn-Dehli,Sevilla FC,34,Spanish Primera División,170,68,Denmark,6500000,24000,79,79,67,75,82,78,64,66,2,4,Medium,Medium,Right
159171,Jurado,José Manuel Jurado Marín,RCD Espanyol,31,Spanish Primera División,174,76,Spain,11000000,37000,79,79,70,76,80,81,29,56,2,4,Medium,Low,Right
159145,B. Gomis,Bafétimbi Gomis,Galatasaray SK,31,Turkish Süper Lig,184,77,France,11500000,77000,79,79,68,80,65,72,41,71,2,3,High,Medium,Right
156519,H. Herrera,Héctor Herrera,FC Porto,27,Portuguese Primeira Liga,183,72,Mexico,14000000,19000,79,80,74,70,71,74,73,79,3,4,High,High,Right
148711,Luisão,Anderson Luís da Silva,SL Benfica,36,Portuguese Primeira Liga,195,91,Brazil,1700000,11000,79,79,33,50,55,51,80,77,3,2,Low,Medium,Right
148122,V. Berezutskiy,Vasiliy Berezutskiy,CSKA Moscow,35,Russian Premier League,189,87,Russia,3000000,37000,79,79,52,39,67,46,82,75,2,3,Medium,High,Right
148119,I. Akinfeev,Igor Akinfeev,CSKA Moscow,31,Russian Premier League,186,82,Russia,7500000,42000,79,79,77,72,78,83,50,82,3,3,Medium,Medium,Right
147782,I. Denisov,Igor Denisov,Lokomotiv Moscow,33,Russian Premier League,176,70,Russia,5000000,50000,79,79,66,65,73,75,77,73,2,3,Medium,High,Right
147621,A. Samedov,Alexandr Samedov,Spartak Moscow,32,Russian Premier League,177,72,Russia,10000000,74000,79,79,80,74,79,76,50,72,2,3,High,Medium,Right
146482,Xabi Prieto,Xabier Prieto Argarate,Real Sociedad,33,Spanish Primera División,187,76,Spain,7500000,37000,79,79,48,75,84,75,46,58,2,3,Medium,Medium,Right
146439,Negredo,Álvaro Negredo Sánchez,Beşiktaş JK,31,Turkish Süper Lig,186,82,Spain,11500000,67000,79,79,63,80,66,71,39,79,3,2,Medium,Low,Left
142902,A. Pyatov,Andriy Pyatov,Shakhtar Donetsk,33,Ukrainian Premier League,190,84,Ukraine,6500000,1000,79,79,75,75,82,82,44,81,2,3,Medium,Medium,Right
142784,P. Zabaleta,Pablo Zabaleta,West Ham United,32,English Premier League,178,74,Argentina,7000000,99000,79,79,61,56,70,73,81,78,3,3,High,High,Right
140233,G. Ochoa,Guillermo Ochoa,Standard de Liège,31,Belgian First Division A,185,78,Mexico,7500000,18000,79,79,76,69,78,87,49,78,3,3,Medium,Medium,Right
139062,W. Caballero,Willy Caballero,Chelsea,35,English Premier League,186,80,Argentina,3000000,59000,79,79,80,76,73,81,46,78,2,3,Medium,Medium,Right
137809,Vágner Love,Vágner Silva de Souza,Alanyaspor,33,Turkish Süper Lig,171,72,Brazil,8000000,24000,79,79,74,79,63,78,34,75,2,5,High,Medium,Right
137677,M. Vorm,Michel Vorm,Tottenham Hotspur,33,English Premier League,184,84,Netherlands,6500000,74000,79,79,78,76,72,82,55,75,2,3,Medium,Medium,Right
137351,D. Baier,Daniel Baier,FC Augsburg,33,German Bundesliga,176,77,Germany,5000000,32000,79,79,56,55,79,77,74,70,2,3,Medium,High,Right
135451,Gomes,Heurelho Silva Gomes,Watford,36,English Premier League,191,91,Brazil,1700000,33000,79,79,81,75,60,85,51,77,2,2,Medium,Medium,Right
121933,R. Adler,René Adler,1. FSV Mainz 05,32,German Bundesliga,191,85,Germany,7000000,28000,79,79,78,77,70,80,41,80,2,3,Medium,Medium,Right
52091,P. Evra,Patrice Evra,Olympique de Marseille,36,French Ligue 1,174,75,France,1400000,25000,79,79,69,51,71,75,79,72,3,2,Medium,High,Left
49031,S. Sorrentino,Stefano Sorrentino,Chievo Verona,38,Italian Serie A,186,85,Italy,850000,12000,79,79,80,80,65,80,37,82,2,3,Medium,Medium,Right
45186,Joaquín,Joaquín Sánchez Rodríguez,Real Betis Balompié,35,Spanish Primera División,179,75,Spain,5500000,24000,79,79,68,74,81,82,38,56,2,3,High,Medium,Right
8473,T. Rosický,Tomáš Rosický,Sparta Praha,36,Czech Liga,179,72,Czech Republic,4200000,1000,79,79,73,70,79,82,43,63,2,3,Medium,Medium,Right
6826,G. Barry,Gareth Barry,West Bromwich Albion,36,English Premier League,183,78,England,1700000,53000,79,79,32,65,79,68,78,76,2,3,Medium,Medium,Left
80,E. Belözoğlu,Emre Belözoğlu,İstanbul Başakşehir FK,36,Turkish Süper Lig,170,72,Turkey,4000000,26000,79,79,47,73,85,76,62,69,2,4,Medium,Medium,Left
229909,A. Lunev,Andrey Lunev,Zenit St. Petersburg,25,Russian Premier League,189,80,Russia,9000000,43000,78,80,78,73,65,85,56,77,1,3,Medium,Medium,Right
228941,André Silva,André Miguel Valente da Silva,Milan,21,Italian Serie A,185,79,Portugal,15500000,77000,78,86,81,74,62,77,44,78,2,3,High,Medium,Right
228687,K. Dolberg,Kasper Dolberg,Ajax,19,Holland Eredivisie,187,82,Denmark,16500000,10000,78,88,76,79,61,77,26,69,2,4,Medium,Low,Right
227950,Yeray,Yeray Álvarez López,Athletic Club de Bilbao,22,Spanish Primera División,183,78,Spain,12000000,21000,78,84,68,49,57,62,77,75,2,3,Medium,High,Right
227796,C. Pulisic,Christian Pulisic,Borussia Dortmund,18,German Bundesliga,172,69,United States,16500000,31000,78,89,91,68,70,84,33,56,1,4,Medium,Medium,Right
227234,L. Tousart,Lucas Tousart,Olympique Lyonnais,20,French Ligue 1,185,83,France,13500000,43000,78,86,69,55,68,71,76,84,2,3,Medium,High,Right
226753,A. Onana,André Onana,Ajax,21,Holland Eredivisie,187,91,Cameroon,11000000,8000,78,85,83,77,84,77,63,70,1,3,Medium,Medium,Right
225199,V. Koziello,Vincent Koziello,OGC Nice,21,French Ligue 1,168,58,France,14500000,28000,78,85,76,65,76,79,73,72,2,4,Medium,High,Right
225028,N. Radoja,Nemanja Radoja,RC Celta de Vigo,24,Spanish Primera División,186,77,Serbia,13500000,23000,78,83,50,68,67,70,76,74,1,3,High,Medium,Right
223874,V. Rongier,Valentin Rongier,FC Nantes,22,French Ligue 1,173,70,France,14000000,24000,78,84,61,70,74,80,73,59,2,4,Medium,High,Right
223627,O. Al Soma,Omar Al Soma,Al Ahli,28,Saudi Professional League,190,86,Syria,10500000,49000,78,78,73,79,68,73,40,79,2,4,High,Low,Right
223061,F. Cervi,Franco Cervi,SL Benfica,23,Portuguese Primeira Liga,166,62,Argentina,14500000,13000,78,85,89,68,70,83,44,54,2,3,High,High,Left
223033,Jorge Meré,Jorge Meré Pérez,1. FC Köln,20,German Bundesliga,182,80,Spain,12000000,26000,78,84,68,30,51,53,80,71,1,3,Medium,Low,Right
222943,Jony,Jonathan Rodríguez Menéndez,Málaga CF,25,Spanish Primera División,179,77,Spain,12500000,26000,78,79,84,72,76,77,46,66,1,3,High,Medium,Left
222558,R. Karsdorp,Rick Karsdorp,Roma,22,Italian Serie A,182,80,Netherlands,12000000,48000,78,84,87,63,72,74,73,78,1,4,High,Medium,Right
222509,Dani Ceballos,Daniel Ceballos Fernández,Real Madrid CF,20,Spanish Primera División,176,65,Spain,16500000,105000,78,88,68,61,76,81,70,64,1,3,Medium,Medium,Right
221992,H. Lozano,Hirving Lozano,PSV,21,Holland Eredivisie,175,70,Mexico,14500000,17000,78,85,93,72,71,81,34,61,2,4,High,Medium,Right
221540,Raúl,Raúl Michel Melo da Silva,SC Braga,27,Portuguese Primeira Liga,187,81,Brazil,10000000,14000,78,79,50,55,56,56,77,83,1,3,Medium,Medium,Left
221087,Pau López,Pau López Sabata,RCD Espanyol,22,Spanish Primera División,189,77,Spain,10000000,19000,78,83,76,77,75,77,49,79,1,3,Medium,Medium,Left
219985,M. Vecino,Matias Vecino,Inter,25,Italian Serie A,187,81,Uruguay,13000000,59000,78,81,68,67,74,74,71,77,2,3,Medium,High,Right
219932,A. Sanabria,Antonio Sanabria,Real Betis Balompié,21,Spanish Primera División,180,70,Paraguay,15500000,23000,78,86,80,75,68,81,25,66,1,4,High,Medium,Right
219576,R. Battaglia,Rodrigo Battaglia,Sporting CP,25,Portuguese Primeira Liga,187,79,Argentina,12500000,18000,78,80,66,71,70,75,77,84,1,4,Medium,Medium,Right
219411,J. Izquierdo,José Izquierdo,Brighton & Hove Albion,24,English Premier League,171,75,Colombia,13000000,50000,78,80,93,73,67,82,27,62,2,3,High,Medium,Right
217877,T. Bongonda,Theo Bongonda,Trabzonspor,21,Turkish Süper Lig,177,71,Belgium,14500000,23000,78,84,83,70,73,81,27,51,1,3,Medium,Medium,Left
216778,Rúben Semedo,Rúben Afonso Borges Semedo,Villarreal CF,23,Spanish Primera División,189,84,Portugal,12500000,27000,78,85,72,52,51,64,78,82,1,3,Medium,High,Right
216547,Rafa,Rafael A. Ferreira Silva,SL Benfica,24,Portuguese Primeira Liga,171,66,Portugal,14000000,13000,78,83,92,66,71,83,35,45,2,4,High,Medium,Right
216497,M. Philipp,Maximilian Philipp,Borussia Dortmund,23,German Bundesliga,183,76,Germany,14000000,53000,78,83,80,78,70,81,33,64,1,3,Medium,Medium,Right
216475,Morales,José Luis Morales Nogales,Levante UD,29,Spanish Primera División,180,70,Spain,10000000,28000,78,78,88,75,71,80,51,60,1,4,Medium,Medium,Right
216189,Capa,Ander Capa Rodríguez,SD Eibar,25,Spanish Primera División,173,70,Spain,11500000,21000,78,83,86,63,69,76,72,84,1,4,High,High,Right
216065,M. Sportiello,Marco Sportiello,Fiorentina,25,Italian Serie A,192,87,Italy,9500000,22000,78,82,80,76,68,81,43,77,2,2,Medium,Medium,Right
215353,L. Alario,Lucas Alario,Bayer 04 Leverkusen,24,German Bundesliga,184,79,Argentina,14000000,50000,78,83,72,76,59,75,30,78,2,3,High,Medium,Right
215333,D. Zapata,Duván Zapata,Sampdoria,26,Italian Serie A,189,88,Colombia,13000000,67000,78,81,73,77,52,72,27,78,2,4,Medium,Medium,Right
215061,D. Benedetto,Darío Benedetto,Boca Juniors,27,Argentinian Superliga,175,75,Argentina,12000000,29000,78,79,81,79,65,74,31,72,2,5,High,Low,Right
215051,L. López,Lisandro López,SL Benfica,27,Portuguese Primeira Liga,188,82,Argentina,10000000,13000,78,79,66,51,50,63,78,79,3,3,Medium,High,Right
214977,M. Kranevitter,Matías Kranevitter,Zenit St. Petersburg,24,Russian Premier League,179,75,Argentina,12500000,48000,78,85,71,49,69,72,77,77,1,3,Low,Medium,Right
213582,A. Ruiz,Alan Ruiz,Sporting CP,23,Portuguese Primeira Liga,183,77,Argentina,14500000,18000,78,84,62,81,80,83,34,68,2,2,Medium,Low,Left
213400,D. Laxalt,Diego Laxalt,Genoa,24,Italian Serie A,178,68,Uruguay,13500000,30000,78,82,88,64,73,77,50,69,2,3,High,High,Left
213135,D. Origi,Divock Origi,VfL Wolfsburg,22,German Bundesliga,185,75,Belgium,15000000,92000,78,85,83,76,68,75,31,77,2,3,High,Medium,Right
212977,N. Stark,Niklas Stark,Hertha BSC Berlin,22,German Bundesliga,190,81,Germany,12500000,25000,78,85,77,54,66,67,79,77,1,3,Medium,Medium,Right
212911,Hernâni,Hernâni Jorge Santos Fortes,FC Porto,25,Portuguese Primeira Liga,178,69,Portugal,12500000,15000,78,79,91,69,70,80,22,59,2,3,Medium,Low,Left
212230,Iuri Medeiros,Iuri José Picanço Medeiros,Sporting CP,22,Portuguese Primeira Liga,174,64,Portugal,14500000,16000,78,85,79,75,78,82,29,56,2,3,High,Medium,Left
212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,Sporting CP,22,Portuguese Primeira Liga,179,69,Portugal,14000000,16000,78,84,78,73,78,80,63,70,2,3,High,Medium,Right
212153,R. Gagliardini,Roberto Gagliardini,Inter,23,Italian Serie A,190,77,Italy,14500000,27000,78,85,70,64,73,75,75,74,2,2,Medium,High,Right
211119,Pedro Santos,Pedro Miguel Martins Santos,Columbus Crew SC,29,USA Major League Soccer,173,65,Portugal,10000000,11000,78,78,87,73,73,80,31,57,1,5,High,Medium,Left
210930,Carles Gil,Carles Gil Pareja,RC Deportivo de La Coruña,24,Spanish Primera División,170,65,Spain,14000000,23000,78,83,70,69,78,80,39,55,2,4,High,Low,Left
210679,Paulo Oliveira,Paulo André Rodrigues Oliveira,SD Eibar,26,Spanish Primera División,187,82,Portugal,11000000,22000,78,82,68,35,50,61,79,79,1,2,Medium,High,Right
210333,A. Szymanowski,Alexander Szymanowski,CD Leganés,28,Spanish Primera División,174,69,Argentina,10500000,29000,78,78,88,72,72,78,39,62,2,3,High,Medium,Left
210282,Bruno Peres,Bruno da Silva Peres,Roma,27,Italian Serie A,178,72,Brazil,11000000,62000,78,78,91,67,71,80,73,75,2,3,High,Low,Right
209997,K. Wimmer,Kevin Wimmer,Stoke City,24,English Premier League,187,85,Austria,12000000,53000,78,83,57,27,61,64,79,75,2,3,Medium,Medium,Left
209989,T. Partey,Thomas Partey,Atlético Madrid,24,Spanish Primera División,185,75,Ghana,12000000,41000,78,84,77,63,69,75,75,81,1,3,High,High,Right
209307,Tiago Volpi,Tiago Luis Volpi,Querétaro,26,Mexican Liga MX,185,89,Brazil,8500000,11000,78,80,83,69,62,82,58,77,2,2,Medium,Medium,Right
208574,F. Kostić,Filip Kostić,Hamburger SV,24,German Bundesliga,184,82,Serbia,14000000,33000,78,83,88,68,72,81,32,72,2,2,High,Medium,Left
208450,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,Valencia CF,21,Spanish Primera División,178,71,Brazil,15500000,86000,78,86,77,71,77,82,62,69,1,4,High,High,Right
208230,A. Samaris,Andreas Samaris,SL Benfica,28,Portuguese Primeira Liga,189,84,Greece,8500000,14000,78,78,60,65,69,70,78,84,2,3,Medium,High,Right
208135,A. Doucouré,Abdoulaye Doucouré,Watford,24,English Premier League,182,69,France,12000000,45000,78,84,66,71,73,76,74,81,2,3,High,Medium,Right
207939,G. Pizarro,Guido Pizarro,Sevilla FC,27,Spanish Primera División,186,71,Argentina,10000000,18000,78,80,60,62,71,69,74,84,1,3,Medium,High,Right
207877,J. Martínez,Josef Martínez,Atlanta United FC,24,USA Major League Soccer,170,69,Venezuela,13500000,10000,78,81,89,74,63,82,26,73,1,4,High,Medium,Right
207862,M. Ginter,Matthias Ginter,Borussia Mönchengladbach,23,German Bundesliga,188,83,Germany,11500000,30000,78,82,64,59,71,64,78,75,2,3,Medium,Medium,Right
207494,J. Lingard,Jesse Lingard,Manchester United,24,English Premier League,175,62,England,13000000,95000,78,80,83,74,72,81,51,67,2,3,High,High,Right
206591,M. Weiser,Mitchell Weiser,Hertha BSC Berlin,23,German Bundesliga,176,67,Germany,12000000,25000,78,85,84,62,75,84,72,70,2,4,High,Medium,Right
206225,D. Cheryshev,Denis Cheryshev,Villarreal CF,26,Spanish Primera División,179,74,Russia,12000000,35000,78,79,80,74,75,79,56,67,2,3,High,Low,Left
206222,Bigas,Pedro Bigas Rigo,UD Las Palmas,26,Spanish Primera División,181,78,Spain,11000000,22000,78,81,72,52,60,55,78,76,1,2,High,High,Left
206198,D. Heintz,Dominique Heintz,1. FC Köln,23,German Bundesliga,189,87,Germany,11500000,30000,78,82,62,30,64,52,79,77,2,3,Medium,Medium,Left
205633,L. Castro,Lucas Castro,Chievo Verona,28,Italian Serie A,180,80,Argentina,10500000,22000,78,78,78,67,78,80,65,68,2,3,High,Medium,Right
205569,J. Ward-Prowse,James Ward-Prowse,Southampton,22,English Premier League,173,66,England,15000000,68000,78,86,66,66,84,75,61,67,2,3,Medium,Medium,Right
205114,T. Inui,Takashi Inui,SD Eibar,29,Spanish Primera División,169,63,Japan,10000000,25000,78,78,83,69,73,86,37,58,1,3,Medium,Medium,Right
204923,M. Sabitzer,Marcel Sabitzer,RB Leipzig,23,German Bundesliga,177,74,Austria,13500000,53000,78,82,83,78,71,78,32,76,1,4,High,Medium,Right
204884,B. Mendy,Benjamin Mendy,Manchester City,22,English Premier League,185,85,France,13000000,86000,78,86,82,48,70,75,74,79,2,3,High,Medium,Left
204838,R. Jiménez,Raúl Jiménez,SL Benfica,26,Portuguese Primeira Liga,187,81,Mexico,12500000,16000,78,80,76,76,69,74,39,80,3,4,High,Medium,Right
204819,E. Sala,Emiliano Sala,FC Nantes,26,French Ligue 1,187,75,Argentina,12500000,30000,78,80,62,77,64,73,47,83,2,3,High,High,Right
204240,B. Reynet,Baptiste Reynet,Dijon FCO,26,French Ligue 1,185,85,France,8500000,17000,78,80,77,76,74,81,43,77,2,3,Medium,Medium,Right
204077,M. Niang,M'Baye Niang,Torino,22,Italian Serie A,184,78,France,14500000,84000,78,85,89,75,69,82,26,67,2,4,High,Medium,Right
203980,K. Fortounis,Konstantinos Fortounis,Olympiakos CFP,24,Greek Super League,183,70,Greece,13500000,1000,78,82,75,74,76,79,38,65,2,4,High,Low,Right
203895,Pozuelo,Alejandro Pozuelo Melero,KRC Genk,25,Belgian First Division A,172,73,Spain,13000000,19000,78,81,59,67,76,79,50,57,1,4,High,Medium,Right
203627,Joãozinho,João Natailton Ramos dos Santos,FC Krasnodar,28,Russian Premier League,166,61,Brazil,10500000,47000,78,78,90,74,75,79,56,51,2,2,High,Medium,Left
203605,P. Kadeřábek,Pavel Kadeřábek,TSG 1899 Hoffenheim,25,German Bundesliga,182,81,Czech Republic,11000000,33000,78,82,81,58,72,74,73,78,2,2,High,Medium,Right
203535,T. Vilhena,Tonny Vilhena,Feyenoord,22,Holland Eredivisie,175,75,Netherlands,13500000,17000,78,83,73,68,76,78,68,80,2,4,Medium,High,Left
203362,M. Elyounoussi,Mohamed Elyounoussi,FC Basel,22,Swiss Super League,178,70,Norway,14000000,36000,78,84,85,71,76,80,39,65,1,4,High,Medium,Right
203106,L. Bittencourt,Leonardo Bittencourt,1. FC Köln,23,German Bundesliga,171,63,Germany,13500000,33000,78,82,84,65,75,82,53,62,2,4,High,Medium,Right
202849,J. Vestergaard,Jannik Vestergaard,Borussia Mönchengladbach,24,German Bundesliga,199,98,Denmark,12000000,30000,78,83,46,49,59,49,79,81,2,3,Medium,Medium,Right
202648,Sergi Darder,Sergi Darder Moll,RCD Espanyol,23,Spanish Primera División,180,71,Spain,14000000,54000,78,84,55,63,76,78,64,66,2,3,Medium,Low,Right
202325,D. Demme,Diego Demme,RB Leipzig,25,German Bundesliga,170,68,Germany,11000000,53000,78,81,60,38,74,75,70,76,1,4,Medium,High,Right
201878,V. Eysseric,Valentin Eysseric,Fiorentina,25,Italian Serie A,181,73,France,12500000,64000,78,80,72,77,79,78,38,65,2,4,High,Medium,Right
201508,G. Ramírez,Gastón Ramírez,Sampdoria,26,Italian Serie A,183,77,Uruguay,13000000,39000,78,81,71,75,76,80,39,62,2,3,Medium,Low,Left
201505,David López,David López Silva,RCD Espanyol,27,Spanish Primera División,183,81,Spain,8500000,28000,78,78,60,66,66,66,78,81,1,3,High,High,Right
201455,G. Kondogbia,Geoffrey Kondogbia,Valencia CF,24,Spanish Primera División,188,80,France,11500000,48000,78,82,71,68,71,77,75,81,2,2,High,Medium,Left
201325,C. Tătăruşanu,Ciprian Tătăruşanu,FC Nantes,31,French Ligue 1,196,86,Romania,6500000,20000,78,78,76,75,74,79,48,79,2,3,Medium,Medium,Right
